filename,Predicted Class,Probability,Class ID,Geographic Location,feature,Results
1020582495652207_3.jpg,No entry,0.48796374,17,centre,No entry,T
1020582495652207_4.jpg,Ahead only,0.9940994,35,centre,Ahead only,T
1020582495652207_6.jpg,Traffic signals,0.44283357,26,centre,Keep right,F
1020582495652207_7.jpg,No entry,0.71656317,17,centre,No entry,T
1021698142581508_63.jpg,End of speed limit (80km/h),0.60947615,6,nord,Speed limit (50km/h),F
1022343315434983_51.jpg,General caution,0.9570828,18,sud,General caution,T
1022343315434983_52.jpg,Speed limit (30km/h),0.78205216,1,sud,Speed limit (30km/h),T
1022343315434983_53.jpg,Speed limit (80km/h),0.4972142,5,sud,Vehicles over 3.5 metric tons prohibited,F
1022445489112711_134.jpg,Roundabout mandatory,0.5168896,40,centre,Roundabout mandatory,T
1022445489112711_135.jpg,Yield,0.99999976,13,centre,Yield,T
1023415288945988_162.jpg,General caution,0.5871628,18,nord,General caution,T
1023415288945988_163.jpg,Double curve,0.30433217,21,nord,Double curve,T
1023771269187708_255.jpg,Keep right,1.0,38,nord,Keep right,T
1024342832043231_405.jpg,Yield,0.23830625,13,nord,Roundabout mandatory,F
1024342832043231_408.jpg,Yield,1.0,13,nord,Yield,T
1024415685127516_215.jpg,Speed limit (30km/h),0.69071877,1,centre,Speed limit (70km/h),F
1024415685127516_216.jpg,End of no passing,0.3469237,41,centre,No Passing,F
1025686474636781_0.jpg,Stop,0.995795,14,centre,No entry,F
1025870227943346_4.jpg,End of speed limit (80km/h),0.35986584,6,nord,Speed limit (50km/h),F
1028644525272176_0.jpg,No entry,0.7893785,17,sud,No entry,T
1028644525272176_1.jpg,No passing,0.94117564,9,sud,No entry,F
102917278833911_153.jpg,Yield,0.9999976,13,sud,Yield,T
102917278833911_154.jpg,Ahead only,0.99906915,35,sud,Ahead only,T
102917278833911_155.jpg,Ahead only,0.9506539,35,sud,Ahead only,T
1030422671804440_316.jpg,Yield,0.9730196,13,nord,Yield,T
1030422671804440_317.jpg,Ahead only,0.9637894,35,nord,Ahead only,T
1031108474980154_192.jpg,Turn left ahead,0.21726413,34,nord,Speed limit (70km/h),F
1031108474980154_193.jpg,Go straight or left,0.2896884,37,nord,Dangerous curve to the left,F
1031108474980154_194.jpg,Stop,0.22559498,14,nord,No Passing,F
1033961691239956_67.jpg,Slippery road,0.3150135,23,centre,Double curve,F
1035127057120418_342.jpg,Speed limit (30km/h),0.40296724,1,centre,Speed limit (30km/h),T
1035127057120418_343.jpg,No entry,0.997063,17,centre,No entry,T
1035127057120418_344.jpg,Go straight or left,0.5823963,37,centre,Go straight or left,T
1035127240453733_481.jpg,No entry,0.44450343,17,centre,No entry,T
1035127240453733_483.jpg,No entry,0.9963819,17,centre,No entry,T
1035127240453733_484.jpg,Yield,1.0,13,centre,Yield,T
1035618607254766_0.jpg,No entry,0.99808097,17,nord,No entry,T
1035618607254766_1.jpg,Keep right,0.9997992,38,nord,Keep right,T
1035618607254766_2.jpg,Yield,1.0,13,nord,Yield,T
1035618607254766_3.jpg,Yield,1.0,13,nord,Yield,T
1036709730193844_0.jpg,Stop,0.561035,14,sud,Stop,T
1038555943218592_0.jpg,Ahead only,0.9304606,35,nord,Ahead only,T
1038932287094910_107.jpg,Double curve,0.8766843,21,nord,Double curve,T
1040331487377490_102.jpg,No entry,0.9792925,17,centre,No entry,T
1041452720605280_298.jpg,Double curve,0.58423185,21,nord,Keep left,F
1041624133205869_0.jpg,Stop,0.3459779,14,nord,Speed limit (50km/h),F
1041624133205869_1.jpg,Stop,0.9427809,14,nord,No Passing,F
1042573462940691_1.jpg,Stop,0.16521457,14,centre,Stop,T
1042764647298432_0.jpg,No passing,0.5677354,9,centre,No entry,F
1042845013162816_115.jpg,Speed limit (50km/h),0.7983628,2,centre,Speed limit (50km/h),T
1044888680761654_239.jpg,Speed limit (30km/h),0.7822161,1,centre,Speed limit (50km/h),F
1047047460291174_212.jpg,Turn left ahead,0.7405541,34,nord,No vehicles,F
1047522043408452_0.jpg,Turn left ahead,0.41797817,34,nord,Speed limit (30km/h),F
1048529975676317_0.jpg,Stop,0.18281497,14,sud,No Passing,F
1048529975676317_1.jpg,Ahead only,0.29995957,35,sud,Speed limit (70km/h),F
1048952499367973_283.jpg,End of no passing,0.56570673,41,sud,No Passing,F
1052619816179046_2.jpg,Bumpy road,0.9764637,22,centre,Bumpy road,T
1053793808479655_0.jpg,Children crossing,0.3061591,28,centre,Right-of-way at the next intersection,F
1054111575330546_0.jpg,Children crossing,0.6227487,28,sud,General caution,F
1054111575330546_1.jpg,End of speed limit (80km/h),0.4092458,6,sud,No passing for vehicles over 3.5 metric tons,F
1054230179669946_0.jpg,Stop,0.9615168,14,centre,Stop,T
1054230179669946_1.jpg,No entry,0.99640477,17,centre,No entry,T
1054230183003279_0.jpg,No entry,0.91446006,17,centre,No entry,T
1054230183003279_0.jpg,No entry,0.91446006,17,centre,No entry,T
1054230183003279_1.jpg,Stop,0.6349672,14,centre,No entry,F
1054230183003279_1.jpg,Stop,0.6349672,14,centre,No entry,F
1054896341702942_0.jpg,Go straight or left,0.15309131,37,nord,Right-of-way at the next intersection,F
1057133075167782_200.jpg,Roundabout mandatory,0.33455437,40,nord,No Passing,F
1057133075167782_201.jpg,End of no passing,0.14927347,41,nord,No Passing,F
1057133075167782_202.jpg,No vehicles,0.2526371,15,nord,Speed limit (70km/h),F
1057158911480180_0.jpg,Yield,1.0,13,centre,Yield,T
1057158911480180_1.jpg,Roundabout mandatory,0.93282783,40,centre,Roundabout mandatory,T
1058133694713852_0.jpg,Double curve,0.36846027,21,nord,Keep left,F
105822282443363_132.jpg,Yield,0.31934047,13,centre,Stop,F
105895585509076_0.jpg,Pedestrians,0.7474395,27,sud,Pedestrians,T
1059308492444418_387.jpg,Yield,1.0,13,nord,Yield,T
1059308492444418_388.jpg,No passing,0.6928851,9,nord,No entry,F
1059444301252257_0.jpg,General caution,0.9229207,18,centre,Bumpy road,F
1062890295265645_180.jpg,Stop,0.81833357,14,sud,Stop,T
1063542665180490_266.jpg,Yield,0.99959105,13,sud,Yield,T
1063906777756549_131.jpg,Stop,0.23760337,14,nord,No Passing,F
1063906817756545_191.jpg,Pedestrians,0.45328513,27,nord,Traffic signals,F
1063906817756545_192.jpg,Bicycles crossing,0.77974355,29,nord,Wild animals crossing,F
1063906817756545_194.jpg,Turn left ahead,0.3279374,34,nord,Speed limit (30km/h),F
1063906817756545_195.jpg,Children crossing,0.2561726,28,nord,Double curve,F
1063953794014384_0.jpg,Yield,1.0,13,centre,Yield,T
1066196487423292_169.jpg,Speed limit (30km/h),0.11811877,1,sud,No Passing,F
1066196487423292_170.jpg,No passing,0.84589916,9,sud,No Passing,F
1066196487423292_171.jpg,Stop,0.37549132,14,sud,Speed limit (80km/h),F
1066196487423292_172.jpg,Stop,0.89774305,14,sud,Speed limit (80km/h),F
1066196494089958_169.jpg,Speed limit (30km/h),0.11811877,1,sud,No Passing,F
1066196494089958_170.jpg,No passing,0.84589916,9,sud,No Passing,F
1066196494089958_171.jpg,Stop,0.37549132,14,sud,Speed limit (80km/h),F
1066196494089958_172.jpg,Stop,0.89774305,14,sud,Speed limit (80km/h),F
1066419343884097_0.jpg,Turn left ahead,0.2551815,34,centre,Speed limit (70km/h),F
1066419343884097_1.jpg,Turn left ahead,0.8226709,34,centre,Speed limit (70km/h),F
1066419343884097_3.jpg,Speed limit (80km/h),0.16933942,5,centre,No Passing,F
1066811893926291_0.jpg,No passing,0.6937386,9,centre,No Passing,F
1066811893926291_1.jpg,Speed limit (70km/h),0.43839058,4,centre,Speed limit (70km/h),T
1067000294123625_92.jpg,Wild animals crossing,0.90113163,31,centre,Wild animals crossing,T
1067349304775807_0.jpg,Stop,0.48758164,14,centre,No entry,F
1067349304775807_1.jpg,No entry,0.86035776,17,centre,No entry,T
1067844937074871_1.jpg,Roundabout mandatory,0.13766368,40,centre,Slippery road,F
1067960148285919_192.jpg,No vehicles,0.99532276,15,nord,No vehicles,T
1068520990338742_1.jpg,Yield,1.0,13,nord,Yield,T
1068520990338742_2.jpg,Keep right,1.0,38,nord,Keep right,T
1068520990338742_3.jpg,End of speed limit (80km/h),0.5357208,6,nord,Roundabout mandatory,F
1071564917954467_78.jpg,Road work,0.99998677,25,nord,Road work,T
1072960343227495_0.jpg,Keep right,1.0,38,sud,Keep right,T
1076388089554092_0.jpg,No vehicles,0.999987,15,sud,No vehicles,T
1076492133522539_177.jpg,Traffic signals,0.9005384,26,centre,Traffic signals,T
1076492133522539_178.jpg,Traffic signals,0.9954977,26,centre,Traffic signals,T
1077353913282954_0.jpg,End of speed limit (80km/h),0.30937102,6,centre,Speed limit (60km/h),F
1077353913282954_1.jpg,Stop,0.24401264,14,centre,No Passing,F
1077384396233610_337.jpg,Go straight or right,0.4169605,36,sud,Go straight or right,T
1077384396233610_338.jpg,Stop,0.28849563,14,sud,Speed limit (30km/h),F
1077384396233610_340.jpg,Stop,0.58640194,14,sud,Stop,T
1077384396233610_341.jpg,Speed limit (30km/h),0.37362242,1,sud,No entry,F
1077384522900264_172.jpg,No passing,0.9204698,9,sud,Ahead only,F
1077384522900264_173.jpg,Stop,0.9901467,14,sud,No entry,F
1083993682010088_1.jpg,Stop,0.69940716,14,centre,Stop,T
1083993682010088_1.jpg,Stop,0.69940716,14,centre,Stop,T
1084181266050924_382.jpg,Speed limit (120km/h),0.3509295,8,centre,No entry,F
1084952445607322_0.jpg,End of speed limit (80km/h),0.40672737,6,centre,Speed limit (50km/h),F
1084952445607322_1.jpg,Roundabout mandatory,0.71866715,40,centre,No Passing,F
1086455255373586_1.jpg,Dangerous curve to the left,0.75058776,19,sud,Dangerous curve to the left,T
1086917781797870_0.jpg,Stop,0.99324435,14,centre,No Passing,F
1086917781797870_1.jpg,Stop,0.99347526,14,centre,No Passing,F
1086917781797870_2.jpg,Stop,0.4492359,14,centre,Speed limit (50km/h),F
1087943265435542_237.jpg,Yield,0.9999963,13,sud,Yield,T
1087943265435542_238.jpg,Ahead only,0.99997556,35,sud,Ahead only,T
1089681451520261_0.jpg,General caution,0.9674758,18,sud,Bumpy road,F
1089687061519700_0.jpg,Yield,0.99991834,13,sud,Yield,T
1089687061519700_1.jpg,Ahead only,0.99998796,35,sud,Ahead only,T
1089829421509069_1.jpg,Dangerous curve to the right,0.97803473,20,sud,Dangerous curve to the right,T
1089844838170589_0.jpg,Dangerous curve to the right,0.9998667,20,sud,Dangerous curve to the right,T
1089970881481071_0.jpg,Roundabout mandatory,0.18905544,40,sud,Slippery road,F
1090150591473347_0.jpg,Yield,0.99991834,13,sud,Yield,T
1090150591473347_1.jpg,Ahead only,0.99998796,35,sud,Ahead only,T
1090338221462146_1.jpg,Yield,1.0,13,nord,Yield,T
1090546048103322_0.jpg,Stop,0.97623175,14,sud,Stop,T
1090546048103322_1.jpg,Keep right,0.99999964,38,sud,Keep right,T
1090546048103322_2.jpg,No entry,0.9983157,17,sud,No entry,T
1090913494730390_3.jpg,Dangerous curve to the right,0.33186787,20,sud,No Passing,F
1090913494730390_4.jpg,Ahead only,0.9999982,35,sud,Ahead only,T
1091145231373596_0.jpg,Pedestrians,0.3451858,27,sud,Slippery road,F
1091279915133264_171.jpg,Dangerous curve to the right,0.31177294,20,centre,Wild animals crossing,F
1091437401566622_311.jpg,Stop,0.97062546,14,sud,Stop,T
1091437428233286_414.jpg,Yield,0.9050698,13,sud,Yield,T
1091437428233286_415.jpg,No passing for vehicles over 3.5 metric tons,0.46252158,10,sud,Stop,F
1091437428233286_417.jpg,Right-of-way at the next intersection,0.47456792,11,sud,Right-of-way at the next intersection,T
1091470962303386_123.jpg,Wild animals crossing,0.99748814,31,centre,Wild animals crossing,T
1091470962303386_124.jpg,Double curve,0.77999705,21,centre,Double curve,T
1091470962303386_126.jpg,Speed limit (30km/h),0.9999696,1,centre,Speed limit (30km/h),T
109160244568563_1.jpg,Yield,1.0,13,nord,Yield,T
109185921237261_0.jpg,General caution,0.56192774,18,sud,Bumpy road,F
1091923661894008_96.jpg,Vehicles over 3.5 metric tons prohibited,0.8255247,16,centre,Vehicles over 3.5 metric tons prohibited,T
1091923661894008_98.jpg,Speed limit (30km/h),0.8941934,1,centre,Speed limit (30km/h),T
1092035551289325_0.jpg,Pedestrians,0.5800886,27,nord,Pedestrians,T
1093436218230851_0.jpg,Dangerous curve to the right,0.9266829,20,sud,Dangerous curve to the right,T
1094573381325258_0.jpg,Traffic signals,0.34149796,26,nord,General caution,F
1094573381325258_1.jpg,Road narrows on the right,0.24774234,24,nord,Traffic signals,F
1094893744337650_0.jpg,Go straight or left,0.41761735,37,sud,Ahead only,F
1094893744337650_1.jpg,Yield,0.9678246,13,sud,Yield,T
1094976344329390_0.jpg,Yield,1.0,13,sud,Yield,T
1096084655437721_203.jpg,Speed limit (30km/h),0.1679492,1,sud,Stop,F
1096457731900574_0.jpg,No passing,0.41425094,9,centre,No entry,F
1096712001498115_105.jpg,Bicycles crossing,0.5067395,29,nord,Wild animals crossing,F
1096712008164781_129.jpg,Priority road,1.0,12,nord,Priority road,T
1096712008164781_130.jpg,Double curve,0.40462092,21,nord,Wild animals crossing,F
1096847504415896_0.jpg,No passing,0.37083912,9,nord,Vehicles over 3.5 metric tons prohibited,F
1096847504415896_2.jpg,Yield,1.0,13,nord,Yield,T
1098282480694650_1.jpg,No entry,0.9961815,17,centre,No entry,T
1098282480694650_2.jpg,Stop,0.38771066,14,centre,No entry,F
1098742337515367_261.jpg,Keep right,0.9999603,38,sud,Keep right,T
1098742337515367_262.jpg,No passing,0.5745222,9,sud,No entry,F
1101046107631832_163.jpg,Dangerous curve to the right,0.99854845,20,nord,Dangerous curve to the right,T
1101093357773426_88.jpg,End of speed limit (80km/h),0.25931668,6,sud,Speed limit (30km/h),F
1101244300361594_0.jpg,General caution,0.39275777,18,nord,General caution,T
1101244300361594_1.jpg,Traffic signals,0.39920554,26,nord,General caution,F
1101490363787025_271.jpg,No passing,0.45178717,9,sud,No Passing,F
1101921726952963_0.jpg,Keep right,0.99999666,38,centre,Keep right,T
1103402767164391_148.jpg,Yield,0.99708265,13,nord,Yield,T
1106978983582437_365.jpg,Ahead only,1.0,35,sud,Ahead only,T
1106978983582437_366.jpg,Ahead only,0.9999995,35,sud,Ahead only,T
1106978983582437_368.jpg,Roundabout mandatory,0.3448172,40,sud,No Passing,F
1106978983582437_369.jpg,Yield,1.0,13,sud,Yield,T
1107494356438545_1.jpg,End of no passing by vehicles over 3.5 metric tons,0.22606646,42,sud,No passing for vehicles over 3.5 metric tons,F
1107560059739723_1.jpg,Bicycles crossing,0.6680151,29,centre,Slippery road,F
110812827760811_0.jpg,Dangerous curve to the right,0.18259314,20,centre,No Passing,F
1108473036310235_0.jpg,End of no passing by vehicles over 3.5 metric tons,0.46016434,42,centre,No passing for vehicles over 3.5 metric tons,F
1108668673766936_324.jpg,Speed limit (80km/h),0.3882932,5,centre,Vehicles over 3.5 metric tons prohibited,F
1108962253359452_0.jpg,Speed limit (30km/h),0.89232033,1,nord,Speed limit (50km/h),F
1110038802815062_0.jpg,Stop,0.94496113,14,nord,Stop,T
1110699852742619_0.jpg,Keep right,0.999979,38,centre,Keep right,T
1110699852742619_2.jpg,Yield,1.0,13,centre,Yield,T
1111347286948334_249.jpg,Ahead only,0.7389995,35,sud,Ahead only,T
1111347286948334_250.jpg,Pedestrians,0.93089825,27,sud,Pedestrians,T
1112490572894389_100.jpg,Dangerous curve to the right,0.25520766,20,centre,Wild animals crossing,F
1112490572894389_99.jpg,Wild animals crossing,0.5072428,31,centre,Wild animals crossing,T
1113213472520965_0.jpg,Road work,0.88246,25,centre,Road work,T
1113213472520965_1.jpg,No passing for vehicles over 3.5 metric tons,0.4265594,10,centre,No Passing,F
1113213472520965_2.jpg,Dangerous curve to the left,0.106672145,19,centre,Dangerous curve to the left,T
1113768619581008_200.jpg,No passing,0.9136489,9,centre,No Passing,F
1113950349921596_60.jpg,Turn left ahead,0.3053069,34,centre,Speed limit (50km/h),F
1115371822298135_0.jpg,Dangerous curve to the right,0.24409166,20,centre,Speed limit (30km/h),F
1116133812205046_0.jpg,Roundabout mandatory,0.59671617,40,nord,Speed limit (60km/h),F
1116291305522630_0.jpg,Children crossing,0.48087722,28,nord,Pedestrians,F
111777037644816_0.jpg,Bumpy road,0.4090677,22,sud,Bumpy road,T
1117834505377864_0.jpg,Speed limit (100km/h),0.8353924,7,sud,Roundabout mandatory,F
1117834505377864_1.jpg,Ahead only,0.9999993,35,sud,Ahead only,T
1117834505377864_2.jpg,Yield,1.0,13,sud,Yield,T
1118056355329575_0.jpg,Keep left,0.9496714,39,sud,Keep left,T
1118056355329575_1.jpg,Roundabout mandatory,0.49903294,40,sud,Speed limit (100km/h),F
1118056355329575_2.jpg,No passing for vehicles over 3.5 metric tons,0.42252442,10,sud,No passing for vehicles over 3.5 metric tons,T
1118056355329575_3.jpg,Go straight or left,0.16659933,37,sud,Speed limit (100km/h),F
1118164938791804_0.jpg,Bumpy road,0.9945462,22,sud,Bumpy road,T
1118164938791804_2.jpg,Children crossing,0.9878377,28,sud,Right-of-way at the next intersection,F
1119338446027175_327.jpg,Yield,1.0,13,centre,Yield,T
1119485512517459_291.jpg,Keep right,0.9995142,38,nord,Keep right,T
1119582455432832_198.jpg,Stop,0.9674268,14,sud,Stop,T
1119582455432832_199.jpg,Dangerous curve to the right,0.72430015,20,sud,Dangerous curve to the right,T
1120851585076532_0.jpg,Slippery road,0.22643605,23,centre,Dangerous curve to the left,F
112086604263579_0.jpg,Speed limit (20km/h),0.24824354,0,nord,Speed limit (20km/h),T
112086604263579_2.jpg,Pedestrians,0.57005036,27,nord,General caution,F
112086604263579_3.jpg,Beware of ice/snow,0.738789,30,nord,Road work,F
112086604263579_4.jpg,Children crossing,0.8819061,28,nord,Pedestrians,F
1121963364969366_0.jpg,Dangerous curve to the right,0.15168512,20,nord,Keep left,F
1121963364969366_1.jpg,Yield,1.0,13,nord,Yield,T
1124881784696066_12.jpg,Stop,0.3403954,14,sud,No entry,F
1125182455599804_352.jpg,No vehicles,0.910115,15,sud,No vehicles,T
1125182455599804_353.jpg,Stop,0.23945017,14,sud,Vehicles over 3.5 metric tons prohibited,F
1125182455599804_355.jpg,General caution,0.92048347,18,sud,General caution,T
1125509761752473_631.jpg,Keep right,0.99999905,38,centre,Keep right,T
1125509761752473_632.jpg,End of all speed and passing limits,0.36815703,32,centre,Roundabout mandatory,F
1125509761752473_633.jpg,Yield,1.0,13,centre,Yield,T
1125509761752473_634.jpg,Keep left,0.96315145,39,centre,Keep left,T
1125509761752473_635.jpg,End of speed limit (80km/h),0.8019978,6,centre,Speed limit (30km/h),F
112561114619891_90.jpg,Bicycles crossing,0.2798898,29,centre,Wild animals crossing,F
112561114619891_92.jpg,Dangerous curve to the left,0.6836182,19,centre,Wild animals crossing,F
1125707454724605_345.jpg,Road narrows on the right,0.427367,24,sud,Pedestrians,F
1126044624529370_1.jpg,General caution,0.69730186,18,nord,General caution,T
1126044624529370_2.jpg,General caution,0.33372584,18,nord,General caution,T
1126905371168605_175.jpg,Bicycles crossing,0.86314493,29,nord,Wild animals crossing,F
1127628371071197_0.jpg,Yield,0.99999106,13,sud,Yield,T
1127628371071197_2.jpg,Yield,0.9999151,13,sud,Yield,T
1127628371071197_3.jpg,Stop,0.9940666,14,sud,Vehicles over 3.5 metric tons prohibited,F
1127755321024207_0.jpg,Ahead only,0.8128444,35,sud,Ahead only,T
112792687551200_0.jpg,Speed limit (80km/h),0.85899943,5,sud,Speed limit (60km/h),F
112792687551200_1.jpg,Roundabout mandatory,0.14253384,40,sud,No Passing,F
112792687551200_2.jpg,Ahead only,0.999987,35,sud,Ahead only,T
1129744674192439_0.jpg,Roundabout mandatory,0.3269613,40,sud,Ahead only,F
1129744674192439_1.jpg,Stop,0.64971405,14,sud,Ahead only,F
1129784590821409_0.jpg,Keep right,0.9999999,38,nord,Keep right,T
1130223187748624_0.jpg,Keep right,0.9999739,38,sud,Keep right,T
1130223187748624_1.jpg,Keep right,0.9996866,38,sud,Keep right,T
1130223187748624_3.jpg,End of all speed and passing limits,0.12478594,32,sud,Roundabout mandatory,F
1130262704142058_1.jpg,Speed limit (80km/h),0.3191602,5,sud,No Passing,F
1130262704142058_2.jpg,Stop,0.9700907,14,sud,Stop,T
1130656164070359_0.jpg,Go straight or left,0.566239,37,sud,Ahead only,F
1131112960699410_1.jpg,Yield,1.0,13,centre,Yield,T
1131314550703540_1.jpg,End of speed limit (80km/h),0.35839906,6,sud,Speed limit (50km/h),F
1132220884743214_0.jpg,No vehicles,0.8650904,15,nord,No vehicles,T
1132262597181272_159.jpg,Double curve,0.8423995,21,centre,Double curve,T
1132571637253001_0.jpg,Roundabout mandatory,0.15399756,40,sud,General caution,F
1132571637253001_1.jpg,General caution,0.8024021,18,sud,Bumpy road,F
1132571637253001_2.jpg,General caution,0.44788918,18,sud,General caution,T
1132872453889586_0.jpg,General caution,0.4823882,18,sud,General caution,T
1132872453889586_1.jpg,General caution,0.6186863,18,sud,General caution,T
113374137937459_393.jpg,Yield,1.0,13,centre,Yield,T
113374137937459_394.jpg,Speed limit (30km/h),0.38016766,1,centre,Speed limit (70km/h),F
113374137937459_395.jpg,No passing,0.5069561,9,centre,No entry,F
113374141270792_291.jpg,Ahead only,0.99999964,35,centre,Ahead only,T
113374141270792_292.jpg,Yield,0.9960259,13,centre,Yield,T
113374141270792_293.jpg,Stop,0.714352,14,centre,No entry,F
1133839860737019_162.jpg,Yield,0.99975485,13,sud,Yield,T
113453391839438_123.jpg,Traffic signals,0.19059293,26,centre,Stop,F
1134554303743852_380.jpg,Road work,0.7918915,25,centre,Road work,T
1134554303743852_381.jpg,Stop,0.9649007,14,centre,Stop,T
1134554303743852_382.jpg,Pedestrians,0.32858202,27,centre,Pedestrians,T
1134748513640497_0.jpg,Slippery road,0.15077835,23,sud,Speed limit (50km/h),F
1134748513640497_1.jpg,Stop,0.94845754,14,sud,No Passing,F
1136489126849306_0.jpg,Keep right,1.0,38,nord,Keep right,T
1136489126849306_1.jpg,Stop,0.88052124,14,nord,No entry,F
1136489126849306_2.jpg,Stop,0.5978353,14,nord,Vehicles over 3.5 metric tons prohibited,F
1136489126849306_4.jpg,Yield,0.99999964,13,nord,Yield,T
1136489126849306_5.jpg,Children crossing,0.6583021,28,nord,Bicycles crossing,F
1137032563449391_1.jpg,Keep right,0.9999665,38,sud,Keep right,T
1137420416768331_1.jpg,No entry,0.9998667,17,centre,No entry,T
1137420416768331_2.jpg,Keep right,1.0,38,centre,Keep right,T
1137421943969824_154.jpg,Speed limit (50km/h),0.92562276,2,nord,Speed limit (50km/h),T
1137421943969824_157.jpg,Traffic signals,0.17063142,26,nord,Speed limit (70km/h),F
1137443040058611_0.jpg,Roundabout mandatory,0.44676763,40,nord,Ahead only,F
1137443040058611_1.jpg,Yield,1.0,13,nord,Yield,T
1138251517408637_387.jpg,Stop,0.6096796,14,centre,Speed limit (50km/h),F
1139732409873879_0.jpg,Speed limit (80km/h),0.2564596,5,centre,Vehicles over 3.5 metric tons prohibited,F
1139875673192886_0.jpg,Stop,0.113430105,14,centre,No Passing,F
1139875673192886_1.jpg,Turn left ahead,0.4472848,34,centre,Speed limit (70km/h),F
1139997553180698_1.jpg,Go straight or left,0.5134896,37,centre,Speed limit (30km/h),F
1141059789689652_0.jpg,Ahead only,0.9999988,35,sud,Ahead only,T
1141059789689652_1.jpg,Go straight or left,0.26426512,37,sud,Keep right,F
1141418942998428_0.jpg,Traffic signals,0.1964233,26,nord,Stop,F
1141553989604418_0.jpg,Pedestrians,0.13917658,27,centre,Stop,F
1142938519543044_131.jpg,Yield,0.99998283,13,nord,Yield,T
1143384292751421_0.jpg,Ahead only,0.99999106,35,sud,Ahead only,T
1144124162723620_0.jpg,Double curve,0.23859653,21,nord,Wild animals crossing,F
1144391159369589_0.jpg,End of speed limit (80km/h),0.9837932,6,nord,Speed limit (60km/h),F
1145716782609474_1.jpg,Turn left ahead,0.65999293,34,sud,Traffic signals,F
1145716782609474_2.jpg,Traffic signals,0.5559612,26,sud,Traffic signals,T
1146133795866536_0.jpg,Stop,0.7144314,14,nord,Stop,T
1146311245832890_0.jpg,Speed limit (50km/h),0.97706795,2,nord,Speed limit (50km/h),T
1146347385864791_0.jpg,Ahead only,0.4322087,35,sud,Ahead only,T
1146347385864791_1.jpg,Ahead only,0.99996185,35,sud,Ahead only,T
1146347385864791_2.jpg,Yield,0.9999982,13,sud,Yield,T
